inci_name,display_name,function,is_active,fa_trigger,comedogenic,fragrance,eu_allergen,alcohol_type,pregnancy_caution,product_count
dimethylmethoxy chromanyl palmitate,Dimethylmethoxy Chromanyl Palmitate,Antioxidant,1,1,,0,0,,0,2
phyto nutrient herb infused oil,Phyto-nutrient Herb Infused Oil,Emollient / botanical-infused carrier oil,0,1,,0,0,,0,2
arachidyl alcohol (plant derived),Arachidyl Alcohol (plant-derived),Emollient / emulsifier,0,0,,0,0,fatty,0,2
olive fruit oil,Olive Fruit Oil,Emollient / occlusive,0,1,,0,0,,0,2
polyglyceryl 3 diisostearate (natural emollient),Polyglyceryl-3 Diisostearate (natural emollient),Emulsifier/emollient,0,1,,0,0,,0,2
argan kernel oil,Argan Kernel Oil,Emollient / moisturizer,0,1,,0,0,,0,2
bakuchiol (natural alternative to retinol),Bakuchiol (natural alternative to retinol),Antioxidant / retinol alternative,1,,,0,0,,1,2
moringa essential oil,Moringa Essential Oil,Emollient / antioxidant,0,1,,1,0,,0,0
polyglyceryl 10 tristearate,Polyglyceryl-10 Tristearate,Emulsifier / surfactant,0,1,,0,0,,0,2
no palm oil,No Palm Oil,Marketing/formulation claim,0,1,,0,0,,0,2
titanium dioxide & isocetyl stearoyl stearate,Titanium Dioxide & Isocetyl Stearoyl Stearate,UV filter / pigment & emollient blend,1,1,,0,0,,0,2
olive oil esters (plant based),Olive Oil Esters (Plant-Based),Emollient / skin-conditioning agent,0,1,,0,0,,0,2
glyceryl caprylate (plant based),Glyceryl Caprylate (Plant-Based),Emollient / co-emulsifier & preservative booster,0,1,,0,0,,0,2
hemp seed oil,Hemp Seed Oil,Emollient / moisturizer,0,1,0,0,0,,0,2
rosehip seed oil,Rosehip Seed Oil,Emollient / antioxidant oil,0,1,,0,0,,0,2
babchi seed oil,Babchi Seed Oil,Retinol-alternative active,1,1,,0,0,,0,2
lavender essential oil,Lavender Essential Oil,Fragrance/aromatic agent,0,1,,1,0,,0,2
saffron essential oil,Saffron Essential Oil,Antioxidant / brightening botanical,1,1,,1,0,,0,2
balanites roxburghii seed oil,Balanites Roxburghii Seed Oil,Emollient / skin-conditioning oil,0,1,,0,0,,0,2
peg 1 stearate,Peg- 1 Stearate,Emulsifier / surfactant,0,1,,0,0,,0,2
elaeis guineensis oil elaeis guineensis (palm) oil,Elaeis Guineensis Oil/Elaeis Guineensis (Palm) Oil,Emollient / occlusive,0,1,,0,0,,0,2
isostearyl isostearate,Isostearyl Isostearate,Emollient / skin-conditioning agent,0,1,,0,0,,0,7
ocytldodecyl myristate,Ocytldodecyl Myristate,Emollient/skin-conditioning agent,0,1,,0,0,,0,1
zinc oxide (and) coco caprylate caprate,Zinc Oxide (and) Coco-Caprylate/Caprate,UV filter / sunscreen blend,1,1,,0,0,,0,1
"\""2\"":\""ricinus communis (castor) seed oil","\""2\"":\""Ricinus Communis (Castor) Seed Oil",Emollient / occlusive,0,1,,0,0,,0,0
\u003c\ strong\u003e ricinus communis (castor) seed oil,\u003c\/strong\u003e Ricinus Communis (Castor) Seed Oil,Emollient/skin-conditioning agent,0,1,,0,0,,0,1
"_cucumber seed oil""","_Cucumber Seed Oil""",Emollient / skin-conditioning oil,0,1,,0,0,,0,0
"_sweet almond oil""","_Sweet Almond Oil""",Emollient / occlusive,0,1,,0,0,,0,0
"_castor oil""","_Castor Oil""",Emollient/occlusive,0,1,,0,0,,0,0
sorbitan oleate decylglucoside crosspolymer,Sorbitan Oleate Decylglucoside Crosspolymer,Emulsifier / texture enhancer,0,1,,0,0,,0,1
"""oil control""","""Oil Control""",Sebum regulator,1,1,,0,0,,0,0
polysorbate 8,Polysorbate 8,Emulsifier/solubilizer,0,1,,0,0,,0,1
galacto ferment filtrate,Galacto Ferment Filtrate,Hydrating/conditioning ferment extract,1,1,,0,0,,0,1
oil free daily face wash dm water,Oil Free Daily Face Wash Dm Water,Cleanser (gentle surfactant-based face wash),0,1,,0,0,,0,0
ginomol st (cocoalkanes (and) cococaprylate caprate),Ginomol ST (Cocoalkanes (and) Cococaprylate Caprate),Emollient/skin-conditioning,0,1,,0,0,,0,1
zinc oxide sulphonated shale oil,Zinc Oxide Sulphonated Shale Oil,Antimicrobial/anti-inflammatory active,1,1,,0,0,,0,1
are 3000 ppm retinol,Are 3000 Ppm Retinol,Vitamin A derivative (retinoid) — anti-aging / cell-turnover active,1,,,0,0,,1,0
glycerin salicylic acid,Glycerin Salicylic Acid,Humectant + keratolytic exfoliant,1,,,0,0,,1,1
glucose dioleate,Glucose Dioleate,Emollient/emulsifier,0,1,,0,0,,0,1
our clay based face wash is fragrance free,Our Clay Based Face Wash Is Fragrance Free,"Cleanser (clay-based, fragrance-free)",0,,,1,0,,0,0
and 10% ferment extract,And 10% Ferment Extract,Conditioning/active (fermented bioactive),1,1,,0,0,,0,0
"""mpn"": ""skininspired retinol night cream refill""","""Mpn"": ""Skininspired Retinol Night Cream Refill""",Vitamin A derivative (retinoid),1,,,0,0,,1,0
"""sku"": ""skininspired retinol night cream refill""","""Sku"": ""Skininspired Retinol Night Cream Refill""",Cell-turnover active (vitamin A derivative),1,,,0,0,,1,0
2% alpha arbutin,2% Alpha Arbutin,Skin-brightening agent (tyrosinase inhibitor),1,,,0,0,,1,0
like retinol or exfoliating acids? yes,Like Retinol Or Exfoliating Acids? Yes,Active treatment (retinoids / exfoliating acids),1,,,0,0,,1,0
"""featured_media"":{""alt"":""face wash for oil","""Featured_Media"":{""Alt"":""Face Wash For Oil",Invalid input,0,1,,0,0,,0,0
or retinol,Or Retinol,Vitamin A derivative / cell-turnover active,1,,,0,0,,1,0
pelargonium graveolens(geranium)oil,Pelargonium Graveolens(Geranium)Oil,Fragrance/essential oil,0,1,,0,0,,0,1
olive oil esters(plant based),Olive Oil Esters(Plant-Based),Emollient/skin-conditioning agent,0,1,,0,0,,0,1
glyceryl caprylate(plant based),Glyceryl Caprylate(Plant-Based),Emollient/Co-emulsifier & antimicrobial,0,1,,0,0,,0,1
"""retinol""","""Retinol""",Vitamin A derivative / anti-aging active,1,,,0,0,,1,0
"""tags"":[""body oil""","""Tags"":[""Body Oil""",Emollient/occlusive base,0,1,,0,0,,0,0
"""hair oil""","""Hair Oil""",Emollient/conditioning agent,0,1,,0,0,,0,0
melia azadirachta(neem) seed oil,Melia Azadirachta(Neem) Seed Oil,Emollient / antimicrobial,1,1,,0,0,,0,1
pelargonium graveolens(geranium) flower oil,Pelargonium Graveolens(Geranium) Flower Oil,Fragrance/essential oil,0,1,,0,0,,0,1
cucumber fragrance,Cucumber Fragrance,Fragrance / Scent,0,,,1,0,,0,1
cetyl diglyceryl tris(trimethylsiloxy)silylethyl dimethicone,Cetyl Diglyceryl Tris(Trimethylsiloxy)silylethyl Dimethicone,Emulsifier / silicone-based surfactant,0,1,,0,0,,0,1
"""name"":""retinol 0.6% face serum""","""Name"":""Retinol 0.6% Face Serum""",Vitamin A derivative (retinoid) — anti-aging/cell-turnover active,1,,,0,0,,1,0
c18 38 alkyl hydroxystearoyl stearate,C18-38 Alkyl Hydroxystearoyl Stearate,Emollient / texture enhancer,0,1,,0,0,,0,1
safflower oil,Safflower Oil,Emollient / skin-conditioning oil,0,1,0,0,0,,0,1
"""name"":""provitamin d3 massage oil""","""Name"":""Provitamin D3 Massage Oil""",Emollient/Provitamin precursor,1,1,,0,0,,0,0
"""name"":""salicylic acid","""Name"":""Salicylic Acid",Beta hydroxy acid (BHA) exfoliant / keratolytic,1,,,0,0,,1,0
"and 2% alpha arbutin""","And 2% Alpha Arbutin""",Skin-brightening agent,1,,,0,0,,1,0
"kojic acid and alpha arbutin""","Kojic Acid And Alpha Arbutin""",Skin-brightening / tyrosinase inhibitors,1,,,0,0,,1,0
controls excess oil production,Controls Excess Oil Production,Sebum regulation,1,1,,0,0,,0,0
lotus oil,Lotus Oil,Emollient/antioxidant botanical oil,0,1,,0,0,,0,1
and rosemary oil,And Rosemary Oil,Antioxidant / fragrance / antimicrobial,0,1,,0,0,,0,0
"""name"":""bakuchiol plant retinol miracle face oil""","""Name"":""Bakuchiol Plant Retinol Miracle Face Oil""",Antioxidant retinol-alternative,1,1,,0,0,,1,0
carthamus tnctorius (sunflower) seed oil,Carthamus Tnctorius (Sunflower) Seed Oil,Emollient / skin-conditioning oil,0,1,,0,0,,0,1
caprylic capric triglyceride (fractionated coconut oil),Caprylic/Capric Triglyceride (Fractionated Coconut Oil),Emollient / skin-conditioning agent,0,1,,0,0,,0,1
rosa centifolia (rose) oil,Rosa Centifolia (Rose) Oil,Fragrance / botanical aromatic oil,0,1,,0,0,,0,1
simmondsia chinensis(jojoba)seed oil,Simmondsia Chinensis(Jojoba)Seed Oil,Emollient / occlusive,0,1,,0,0,,0,2
rosa canina(rosehip)fruit oil,Rosa Canina(Rosehip)Fruit Oil,Emollient / antioxidant oil,1,1,,0,0,,0,1
punica granatum(pomegranate)seed oil,Punica Granatum(Pomegranate)Seed Oil,Emollient / antioxidant,0,1,,0,0,,0,1
corylus avellana(hazelnut)seed oil,Corylus Avellana(Hazelnut)Seed Oil,Emollient / skin-conditioning oil,0,1,,0,0,,0,1
pelargonium graveolens(geranium)flower oil,Pelargonium Graveolens(Geranium)Flower Oil,Fragrance/essential oil,0,1,,0,0,,0,1
santalum album(sandalwood)oil,Santalum Album(Sandalwood)Oil,Fragrance/soothing botanical,0,1,,0,0,,0,1
citrus aurantium dulcis(orange)peel oil,Citrus Aurantium Dulcis(Orange)Peel Oil,Fragrance/essential oil,0,1,,0,0,,0,1
boswellia carterii(frankincense)oil,Boswellia Carterii(Frankincense)Oil,Aromatic/soothing botanical oil,1,1,,0,0,,0,1
rosa damascena(rose)flower oil,Rosa Damascena(Rose)Flower Oil,Fragrance/skin-conditioning,0,1,,0,0,,0,1
lavandula angustifolia(lavender)flower oil,Lavandula Angustifolia(Lavender)Flower Oil,Fragrance / essential oil,0,1,,0,0,,0,1
"""formulation"":""oil""","""Formulation"":""Oil""",Emollient/occlusive base,0,1,,0,0,,0,0
essential oil serum,Essential Oil Serum,Fragrance/botanical additive,0,1,,1,0,,0,0
"""category l3"":""face oil""","""Category L3"":""Face Oil""",Emollient/occlusive,0,1,,0,0,,0,0
citrus medica vulgaris peel oil,Citrus Medica Vulgaris Peel Oil,Fragrance/Astringent,0,1,,0,0,,0,1
""":[""rose oil""",""":[""Rose Oil""",Fragrance/antioxidant emollient,0,1,,0,0,,0,0
citrus nobilis (mandarin orange) peel oil,Citrus Nobilis (Mandarin Orange) Peel Oil,Fragrance/essential oil,0,1,,0,0,,0,1
yeast rice fermentation filtrate,Yeast/Rice Fermentation Filtrate,Skin conditioning / brightening,1,1,,0,0,,0,1
fragrance. (ifra certified safe fragrance),Fragrance. (Ifra Certified Safe Fragrance),Fragrance/scent additive,0,,,1,0,,0,1
carthamus tinctorius(safflower) seed oil,Carthamus Tinctorius(Safflower) Seed Oil,Emollient / skin-conditioning oil,0,1,,0,0,,0,1
ascorbyl palmitate(20%),Ascorbyl Palmitate(20%),Antioxidant / Vitamin C derivative,1,1,,0,0,,0,1
fragrance (0.07),Fragrance (0.07),Fragrance/masking agent,0,,,1,0,,0,1
glycine soja ( soybean) oil,Glycine Soja ( Soybean) Oil,Emollient / antioxidant,0,1,,0,0,,0,1
peg40 hydrogenated castor oil,Peg40 Hydrogenated Castor Oil,Solubilizer/Emulsifier,0,1,,0,0,,0,1
crambe abyssinica seed oil,Crambe Abyssinica Seed Oil,Emollient / occlusive,0,1,,0,0,,0,1
hibiscus sabdariffa seed oil,Hibiscus Sabdariffa Seed Oil,Emollient / antioxidant,0,1,,0,0,,0,1
rosa moschata seed oil,Rosa Moschata Seed Oil,Emollient / skin-conditioning oil,0,1,,0,0,,0,1
aroma flavor,Aroma/Flavor,Fragrance/flavoring agent,0,,,1,0,,0,1
polyglyceryl 3 oleate,Polyglyceryl-3 Oleate,Emulsifier,0,1,,0,0,,0,1
diisostearoyl polyglyceryl 3 dimer dilinoleate,Diisostearoyl Polyglyceryl-3 Dimer Dilinoleate,Emollient / skin-conditioning agent,0,1,,0,0,,0,1
lavandula oil,Lavandula Oil,Fragrance/essential oil,0,1,,0,0,,0,1
tertiary butyl alcohol,Tertiary Butyl Alcohol,Solvent/denaturant,0,,,0,0,drying,0,1
pea oil,Pea Oil,Emollient / skin-conditioning oil,0,1,,0,0,,0,1
ascorbyl palmitate (0.000006 %),Ascorbyl Palmitate (0.000006 %),Antioxidant / Vitamin C derivative,0,1,,0,0,,0,0
lime spring oil,Lime Spring Oil,Fragrance/emollient oil,0,1,,0,0,,0,1
biodegradable encapsulated salicylic acid beads,Biodegradable Encapsulated Salicylic Acid Beads,Exfoliant / keratolytic delivery system,1,,,0,0,,1,1
punica granatum seed oil (pomegranate oil),Punica Granatum Seed Oil (Pomegranate Oil),Emollient / antioxidant,0,1,,0,0,,0,1
glycol distearate decyl glucoside glyceryl stearate,Glycol Distearate Decyl Glucoside Glyceryl Stearate,Emulsifier / opacifier blend,0,1,,0,0,,0,1
vitamin c (ascorbic acid) oil,Vitamin C (Ascorbic Acid) Oil,Antioxidant / brightening active,1,1,,0,0,,0,1
coconut (cocos nucifera) oil,Coconut (Cocos Nucifera) Oil,Emollient/occlusive,0,1,,0,0,,0,1
almond (prunus amygdalus dulcis) oil,Almond (Prunus Amygdalus Dulcis) Oil,Emollient/skin-conditioning oil,0,1,,0,0,,0,1
lime oil,Lime Oil,Fragrance/antimicrobial,0,1,,0,0,,0,1
lemon oil & menthol,Lemon Oil & Menthol,Fragrance/Cooling agent,0,1,,0,0,,0,1
glyceryl glucoside and alpha arbutin,Glyceryl Glucoside And Alpha Arbutin,Hydration & brightening active,1,1,,0,0,,1,1
glyceryl state&peg 100 stearate,Glyceryl State&Peg-100 Stearate,Emulsifier,0,1,,0,0,,0,1
coco glucoside glyceryl oleate,Coco-Glucoside Glyceryl Oleate,Emollient/co-surfactant,0,1,,0,0,,0,1
fragrance 1.2 hexanediol,Fragrance 1.2-Hexanediol,Solvent / humectant / preservative-booster,0,,,1,0,,0,1
salicylic acid and kojic acid,Salicylic Acid And Kojic Acid,Exfoliant & brightening agent,1,,,0,0,,1,1
honey acrylates c10 30 alkyl acrylate crosspolymer fragrance,Honey Acrylates C10 30 Alkyl Acrylate Crosspolymer Fragrance,Film-former/rheology modifier (with fragrance),0,,,1,0,,0,0
waterglyceringlyceryl acrylate acrylic acid copolymer,Waterglyceringlyceryl Acrylate/Acrylic Acid Copolymer,Film-forming / hydrating gel matrix,0,1,,0,0,,0,1
and control oil,And Control Oil,Unclear/likely parsing artifact,0,1,,0,0,,0,0
coco glucoside (and) glyceryl oleate,Coco-Glucoside (And) Glyceryl Oleate,Mild surfactant / emulsifier,0,1,,0,0,,0,1
peg 8 dilaurate,PEG-8 Dilaurate,Emulsifier / surfactant,0,1,,0,0,,0,1
stearic acid (and) palmitic acid,Stearic Acid (and) Palmitic Acid,Emollient / emulsifier,0,1,,0,0,,0,1
sorbeth 230 tetraoleate,Sorbeth-230 Tetraoleate,Emollient/emulsifier,0,1,,0,0,,0,1
glycol stearate (and) stearamide amp,Glycol Stearate (and) Stearamide AMP,Pearlescent/opacifying agent,0,1,,0,0,,0,1
glyceryl ricinoleate,Glyceryl Ricinoleate,Emollient/emulsifier,0,1,,0,0,,0,1
geranium maculatum oil,Geranium Maculatum Oil,Fragrance/botanical extract,0,1,,0,0,,0,2
mentha arvensis leaf oil,Mentha Arvensis Leaf Oil,Fragrance/flavoring agent (cooling),0,1,,0,0,,0,2
arginine cocoate,Arginine Cocoate,Surfactant/cleansing agent,0,1,,0,0,,0,2
parfum (frag,Parfum (Frag,Fragrance,0,,,1,0,,0,1
polyethylene glycol monooleate,Polyethylene Glycol Monooleate,Emulsifier / surfactant,0,1,,0,0,,0,1
ceramide 6ii and glyceryl glucoside,Ceramide 6Ii And Glyceryl Glucoside,Skin barrier repair / hydration,0,1,,0,0,,0,1
salicylic acid(5,Salicylic Acid(5,Beta hydroxy acid (BHA) exfoliant / keratolytic,1,,,0,0,,1,1
melaleuca alternigolia (tea tree) leaf oil,Melaleuca Alternigolia (Tea Tree) Leaf Oil,Antimicrobial / antiseptic,1,1,,0,0,,0,1
sunflower oil : exfoliates,Sunflower Oil : Exfoliates,Emollient / occlusive,0,1,,0,0,,0,0
geranium essential oil and sepimax zen,Geranium Essential Oil And Sepimax Zen,Fragrance/active blend & rheology modifier,0,1,,1,0,,0,1
cetearyl alcohol (texture enhancing),Cetearyl Alcohol (Texture-Enhancing),Emollient/emulsifier,0,0,,0,0,fatty,0,1
rosa moschata seed (rosehip) oil,Rosa Moschata Seed (Rosehip) Oil,Emollient / antioxidant oil,0,1,,0,0,,0,1
prunus dulcis (almond) seed oil,Prunus Dulcis (Almond) Seed Oil,Emollient / skin-conditioning oil,0,1,,0,0,,0,1
olea europaea olive oil,Olea Europaea Olive Oil,Emollient / occlusive,0,1,,0,0,,0,1
salvia officinalis (sage) oil,Salvia Officinalis (Sage) Oil,Fragrance/antimicrobial agent,0,1,,0,0,,0,1
artemisia vulgaris (mugwort) oil,Artemisia Vulgaris (Mugwort) Oil,Soothing/fragrance botanical extract,0,1,,0,0,,0,1
ocimum basilicum (basil) oil,Ocimum Basilicum (Basil) Oil,Fragrance/essential oil,0,1,,0,0,,0,1
parfum fragrance benzyl alcohol,Parfum / Fragrance/Benzyl Alcohol,Fragrance / preservative,0,,,1,0,drying,0,1
citral benzyl alcohol,Citral/Benzyl Alcohol,Fragrance/preservative,0,,,0,0,drying,0,1
orange essential oili mitti,Orange Essential Oili Mitti,Fragrance/antioxidant,0,,,1,0,,0,1
"""value"":""omega 3 & fish oil""}","""Value"":""Omega 3 & Fish Oil""}",Emollient / anti-inflammatory lipid,1,1,,0,0,,0,0
mentha piperita herb oil,Mentha Piperita Herb Oil,Fragrance/cooling agent,0,1,,0,0,,0,1
cinnamomum zeylanicum leaf oil,Cinnamomum Zeylanicum Leaf Oil,Fragrance/antimicrobial,0,1,,0,0,,0,2
citrus sinensis peel oil expressed,Citrus Sinensis Peel Oil Expressed,Fragrance/Essential Oil,0,1,,0,0,,0,2
citrus aurantifolia peel oil distilled,Citrus Aurantifolia Peel Oil Distilled,Fragrance/essential oil,0,1,,0,0,,0,1
melaleuca leucadendron cajuputi leaf oil,Melaleuca Leucadendron Cajuputi Leaf Oil,Antimicrobial/fragrance,0,1,,0,0,,0,1
citrus aurantium leaf oil,Citrus Aurantium Leaf Oil,Fragrance/essential oil,0,1,,0,0,,0,1
citrus grandis peel oil,Citrus Grandis Peel Oil,Fragrance/Essential oil,0,1,,0,0,,0,2
"""value"":""wheat germ oil","""Value"":""Wheat Germ Oil",Emollient / antioxidant,0,1,,0,0,,0,0
"""value"":""oil""}","""Value"":""Oil""}",Emollient/occlusive,0,1,,0,0,,0,0
paraffinum liquidum (mineral oil),Paraffinum Liquidum (Mineral Oil),Emollient/occlusive,0,1,,0,0,,0,1
soybean oil,Soybean Oil,Emollient/occlusive,0,1,3,0,0,,0,2
body oil,body oil,Emollient/occlusive,0,1,,0,0,,0,1
isopropyle myristate,Isopropyle Myristate,Emollient/Skin-conditioning agent,0,1,,0,0,,0,1
citurs junos seed oil,Citurs Junos Seed Oil,Emollient/Antioxidant,0,1,,0,0,,0,1
tinctorius (safflower) seed oil,Tinctorius (Safflower) Seed Oil,Emollient / skin-conditioning oil,0,1,,0,0,,0,1
oenothera biennis (evening primose) oil,Oenothera Biennis (Evening Primose) Oil,Emollient / skin-conditioning oil,0,1,,0,0,,0,1
cedrus atlantica oil extract,Cedrus Atlantica Oil/Extract,Fragrance/aromatic,0,1,,0,0,,0,1
helianthus annuus (sun_x001f_ower) seed oil,Helianthus Annuus (Sun_X001F_Ower) Seed Oil,Emollient / skin-conditioning oil,0,1,,0,0,,0,0
olea europaea (olive) husk oil,Olea Europaea (Olive) Husk Oil,Emollient / skin-conditioning oil,0,1,,0,0,,0,1
lactobacillus rice ferment filtrate,Lactobacillus/Rice Ferment Filtrate,Skin-conditioning / fermented humectant,0,1,,0,0,,0,2
glycerin (and) glyceryl glucoside,Glycerin (and) Glyceryl Glucoside,Humectant / moisturizer,0,1,,0,0,,0,3
"""almond oil""]","""Almond Oil""]",Emollient/Occlusive,0,1,,0,0,,0,0
orbignya oleifera seed oil,Orbignya Oleifera Seed Oil,Emollient / skin-conditioning oil,0,1,,0,0,,0,4
nelumbium speciosum flower oil,Nelumbium Speciosum Flower Oil,Fragrance/skin-conditioning,0,1,,0,0,,0,2
carthamus tinctorius seed oil safflower seed oil,Carthamus Tinctorius Seed Oil/Safflower Seed Oil,Emollient / skin-conditioning oil,0,1,,0,0,,0,1
triticum vulgare germ oil wheat germ oil,Triticum Vulgare Germ Oil/Wheat Germ Oil,Emollient / antioxidant,0,1,,0,0,,0,1
pogostemon cablin (patchouli) oil,Pogostemon Cablin (Patchouli) Oil,Fragrance / aromatic essential oil,0,1,,0,0,,0,1
citrus sinensis (sweet orange) oil,Citrus Sinensis (Sweet Orange) Oil,Fragrance/essential oil,0,1,,0,0,,0,2
cetearyl alcohol ceteareth 20,Cetearyl Alcohol Ceteareth-20,Emulsifier / emulsifying wax,0,0,,0,0,fatty,0,1
"""value"":""orange oil","""Value"":""Orange Oil",Fragrance/essential oil,0,1,,0,0,,0,0
cetearyl alcohol stearic acid,Cetearyl Alcohol Stearic Acid,Emollient / emulsifier / thickener,0,0,,0,0,fatty,0,1
stearate,Stearate,Emulsifier/emollient,0,1,,0,0,,0,1
"rice bran oil""}","Rice Bran Oil""}",Emollient / antioxidant,0,1,,0,0,,0,0
euterpe oleraceae fruit oil,Euterpe oleraceae Fruit Oil,Emollient/antioxidant,0,1,,0,0,,0,5
glyceryl distearate,Glyceryl Distearate,Emollient / emulsifier,0,1,,0,0,,0,3
glyceryl triacetyl ricinoleate,Glyceryl Triacetyl Ricinoleate,Emollient/plasticizer,0,1,,0,0,,0,1
palmitic acid (and) stearic acid,Palmitic Acid (and) Stearic Acid,Emollient/emulsifier,0,1,,0,0,,0,1
daucus carota (carrot seed oil),Daucus Carota (Carrot Seed Oil),Antioxidant / emollient,0,1,,0,0,,0,1
triticum vulgare (wheat germ oil),Triticum Vulgare (Wheat Germ Oil),Emollient / antioxidant,0,1,,0,0,,0,1
persea americana (avacado oil),Persea Americana (Avacado Oil),Emollient / skin-conditioning oil,0,1,,0,0,,0,1
aspergillus ferment extract filtrate,Aspergillus Ferment Extract Filtrate,Fermentation-derived bioactive / skin conditioning,1,1,,0,0,,0,1
salicylic acid (100ppm),Salicylic Acid (100Ppm),Beta hydroxy acid (BHA) exfoliant/keratolytic,1,,,0,0,,1,1
saccharomyces honey ferment filtrate,Saccharomyces/Honey Ferment Filtrate,Humectant / conditioning ferment,0,1,,0,0,,0,1
hydrogenated rice bran oil,Hydrogenated Rice Bran Oil,Emollient / skin-conditioning agent,0,1,,0,0,,0,1
polyglyceryl_x001d_10 stearate,Polyglyceryl_X001D_10 Stearate,Emulsifier / surfactant,0,1,,0,0,,0,0
sor_x001d_ bitan isostearate,Sor_X001D_ Bitan Isostearate,Emulsifier / surfactant,0,1,,0,0,,0,0
gly_x001d_ ceryl oleate,Gly_X001D_ Ceryl Oleate,Emulsifier / emollient,0,1,,0,0,,0,0
polyglyceryl_x001d_6 laurate,Polyglyceryl_X001D_6 Laurate,Emulsifier/surfactant,0,1,,0,0,,0,0
melissa officinalis leaf oil,Melissa Officinalis Leaf Oil,Fragrance/antioxidant,0,1,,0,0,,0,1
evening primrose oil⁠,Evening Primrose Oil⁠,Emollient / skin-conditioning oil,1,1,,0,0,,0,1
polysorbate 20⁠,Polysorbate 20⁠,Emulsifier/Solubilizer,0,1,,0,0,,0,1
palmitic acid⁠,Palmitic Acid⁠,Emollient / surfactant-cleansing agent,0,1,,0,0,,0,1
camellia sinensis (leaf) oil,Camellia Sinensis (Leaf) Oil,Antioxidant / emollient,1,1,,0,0,,0,1
lactobacillus centella asiatica extract ferment filtrate,Lactobacillus/Centella Asiatica Extract Ferment Filtrate,Soothing/antioxidant ferment extract,1,1,,0,0,,0,1
oleyl glyceryl ether,Oleyl Glyceryl Ether,Emollient/Emulsifier,0,1,,0,0,,0,1
salicylic acid (bha),Salicylic Acid (BHA),Beta hydroxy acid (BHA) exfoliant,1,,,0,0,,1,3
bifida ferment lysate),Bifida Ferment Lysate),Probiotic-derived skin conditioner / antioxidant,1,1,,0,0,,0,1
cutibacterium granulosum ferment extract filtrate(10 ppb),Cutibacterium Granulosum Ferment Extract Filtrate(10 Ppb),Skin-conditioning / postbiotic,1,1,,0,0,,0,1
citrullus lanatus (watermelon) seed oil,Citrullus Lanatus (Watermelon) Seed Oil,Emollient / skin-conditioning oil,0,1,,0,0,,0,1
"""value"":""retinol","""Value"":""Retinol",Retinoid (vitamin A derivative),1,,,0,0,,1,0
chamomile flower oil,Chamomile Flower Oil,Soothing/anti-inflammatory botanical,1,1,,0,0,,0,1
polyglyceryl,Polyglyceryl-,Emulsifier/surfactant,0,1,,0,0,,0,1
aleurites moluccana (kukui) seed oil,Aleurites Moluccana (Kukui) Seed Oil,Emollient / skin-conditioning oil,0,1,,0,0,,0,1
mauritia flexuosa fruit oil,Mauritia Flexuosa Fruit Oil,Emollient / antioxidant,0,1,,0,0,,0,4
glycol stearate & stearamide amp,Glycol Stearate & Stearamide Amp,Emulsifier / pearlescent agent,0,1,,0,0,,0,1
"""rice bran oil""","""Rice Bran Oil""",Emollient / antioxidant,0,1,,0,0,,0,0
sorbitan distearate,Sorbitan Distearate,Emulsifier,0,1,,0,0,,0,2
abyssinian oil,Abyssinian Oil,Emollient / occlusive oil,0,1,,0,0,,0,1
cetearyl alcohol & ceteareth 20,Cetearyl Alcohol & Ceteareth-20,Emulsifier / emollient,0,0,,0,0,fatty,0,1
hexyllaurate,Hexyllaurate,Emollient/skin-conditioning agent,0,1,,0,0,,0,1
pentaerythrityltetraisostearate,Pentaerythrityltetraisostearate,Emollient/skin-conditioning agent,0,1,,0,0,,0,1
atractylodes oil,Atractylodes oil,Botanical extract / soothing agent,1,1,,0,0,,0,1
sorbitan sesquisostearate,sorbitan sesquisostearate,Emulsifier,0,1,,0,0,,0,1
aluminum distearate,Aluminum Distearate,Thickener/opacifying agent,0,1,,0,0,,0,1
boswellia carterii (frankincense)oil,Boswellia Carterii (Frankincense)Oil,Antioxidant / fragrance / soothing botanical oil,0,1,,0,0,,0,1
citrus medica limonum (lemon)oil,Citrus Medica Limonum (Lemon)Oil,Fragrance/Astringent,0,1,,0,0,,0,1
tagetes minuta flower oil,Tagetes Minuta Flower Oil,Fragrance/essential oil,0,1,,0,0,,0,1
artemisia pallens flower oil,Artemisia Pallens Flower Oil,Fragrance/aromatic oil,0,1,,0,0,,0,5
citrus aurantifolia oil,Citrus Aurantifolia Oil,Fragrance/essential oil,0,1,,0,0,,0,2
polyglyceryl 5 polyricinoleate,Polyglyceryl-5 Polyricinoleate,Emulsifier / surfactant,0,1,,0,0,,0,1
rubus idaeus (raspberry) oil,Rubus Idaeus (Raspberry) Oil,Emollient / antioxidant,0,1,,0,0,,0,1
lactobacillus rice ferment,Lactobacillus/Rice Ferment,Probiotic ferment / skin-conditioning humectant,1,1,,0,0,,0,3
alanyl glutamine sorbitan sesquiisostearate,Alanyl Glutamine Sorbitan Sesquiisostearate,Emulsifier / skin-conditioning agent,0,1,,0,0,,0,1
macadamia integrifolia & hydrogenated vegetable oil,Macadamia Integrifolia & Hydrogenated Vegetable Oil,Emollient/occlusive,0,1,,0,0,,0,1
brassica campestris seed (rapeseed) oil,Brassica Campestris Seed (Rapeseed) Oil,Emollient / occlusive,0,1,,0,0,,0,1
glycine soja (soyabean) oil,Glycine Soja (Soyabean) Oil,Emollient / antioxidant,0,1,,0,0,,0,1
